;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
36972;36973;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;>66;3000 a 3999;?
36998;36999;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;46-55 ans;3000 a 3999;?
36999;37000;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1500 a 1999;?
37005;37006;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;26-35 ans;manquant;?
37008;37009;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;2000 a 2999;?
37032;37033;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Midi-Pyrenees;46-55 ans;3000 a 3999;?
37036;37037;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;26-35 ans;2000 a 2999;?
37040;37041;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1000 a 1499;?
37071;37072;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Basse-Normandie;18-25 ans;manquant;?
37076;37077;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Haute-Normandie;46-55 ans;3000 a 3999;?
37082;37083;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;36-45 ans;3000 a 3999;?
37097;37098;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;3000 a 3999;?
37100;37101;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Midi-Pyrenees;56-65 ans;manquant;?
37101;37102;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;18-25 ans;manquant;?
37112;37113;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;36-45 ans;1000 a 1499;?
37142;37143;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;56-65 ans;1500 a 1999;?
37173;37174;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;36-45 ans;manquant;?
37175;37176;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;56-65 ans;2000 a 2999;?
37181;37182;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Corse;18-25 ans;2000 a 2999;?
37183;37184;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;36-45 ans;manquant;?
37187;37188;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;56-65 ans;1500 a 1999;?
37188;37189;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
37217;37218;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;46-55 ans;< 1000;?
37224;37225;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;46-55 ans;3000 a 3999;?
37237;37238;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;36-45 ans;3000 a 3999;?
37241;37242;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;DOMTOM;46-55 ans;< 1000;?
37250;37251;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;manquant;?
37272;37273;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;>4000;?
37297;37298;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;18-25 ans;manquant;?
37331;37332;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;2000 a 2999;?
37338;37339;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;26-35 ans;2000 a 2999;?
37344;37345;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;56-65 ans;3000 a 3999;?
37356;37357;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;46-55 ans;1500 a 1999;?
37429;37430;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
37435;37436;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;26-35 ans;manquant;?
37462;37463;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;26-35 ans;3000 a 3999;?
37463;37464;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Auvergne;>66;1500 a 1999;?
37476;37477;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
37477;37478;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;manquant;?
37479;37480;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
37493;37494;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;36-45 ans;2000 a 2999;?
37511;37512;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;26-35 ans;manquant;?
37533;37534;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Basse-Normandie;36-45 ans;1000 a 1499;?
37548;37549;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1000 a 1499;?
37565;37566;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;3000 a 3999;?
37607;37608;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;18-25 ans;manquant;?
37612;37613;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;26-35 ans;< 1000;?
37619;37620;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Nord-Pas-de-Calais;>66;1000 a 1499;?
37620;37621;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Centre;46-55 ans;3000 a 3999;?
37666;37667;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;36-45 ans;>4000;?
37673;37674;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;1500 a 1999;?
37688;37689;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1000 a 1499;?
37699;37700;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;26-35 ans;manquant;?
37702;37703;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;18-25 ans;< 1000;?
37737;37738;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;36-45 ans;manquant;?
37753;37754;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;46-55 ans;1500 a 1999;?
37760;37761;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Franche-Comte;46-55 ans;2000 a 2999;?
37768;37769;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;56-65 ans;2000 a 2999;?
37830;37831;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;46-55 ans;1500 a 1999;?
37844;37845;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;36-45 ans;2000 a 2999;?
37881;37882;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;>66;1000 a 1499;?
37912;37913;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;46-55 ans;1000 a 1499;?
37922;37923;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;1000 a 1499;?
37928;37929;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;36-45 ans;1500 a 1999;?
37932;37933;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;46-55 ans;< 1000;?
37935;37936;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;manquant;?
37941;37942;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Auvergne;46-55 ans;2000 a 2999;?
37947;37948;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;26-35 ans;2000 a 2999;?
37980;37981;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;>66;1500 a 1999;?
37993;37994;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;< 1000;?
38014;38015;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
38096;38097;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
38128;38129;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;manquant;?
38137;38138;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Basse-Normandie;26-35 ans;manquant;?
38175;38176;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;46-55 ans;1000 a 1499;?
38196;38197;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;1500 a 1999;?
38197;38198;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;56-65 ans;1000 a 1499;?
38246;38247;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;56-65 ans;manquant;?
38254;38255;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;56-65 ans;2000 a 2999;?
38266;38267;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Lorraine;36-45 ans;manquant;?
38303;38304;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1500 a 1999;?
38309;38310;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Haute-Normandie;36-45 ans;manquant;?
38349;38350;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;18-25 ans;manquant;?
38362;38363;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;26-35 ans;3000 a 3999;?
38367;38368;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;2000 a 2999;?
38379;38380;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;26-35 ans;2000 a 2999;?
38417;38418;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;36-45 ans;manquant;?
38420;38421;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;36-45 ans;3000 a 3999;?
38450;38451;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;36-45 ans;1500 a 1999;?
38463;38464;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;18-25 ans;1500 a 1999;?
38465;38466;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;36-45 ans;2000 a 2999;?
38467;38468;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;>66;1000 a 1499;?
38479;38480;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1500 a 1999;?
38490;38491;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Languedoc-Roussillon;18-25 ans;manquant;?
38503;38504;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Midi-Pyrenees;46-55 ans;manquant;?
38545;38546;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
38558;38559;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;56-65 ans;2000 a 2999;?
38566;38567;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;18-25 ans;1000 a 1499;?
38570;38571;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1000 a 1499;?
38596;38597;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;18-25 ans;< 1000;?
38604;38605;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;46-55 ans;1500 a 1999;?
38605;38606;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;< 1000;?
38631;38632;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;46-55 ans;1500 a 1999;?
38656;38657;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;ile-de-France;46-55 ans;2000 a 2999;?
38657;38658;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;56-65 ans;< 1000;?
38673;38674;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Midi-Pyrenees;46-55 ans;manquant;?
38676;38677;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
38687;38688;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;26-35 ans;1000 a 1499;?
38701;38702;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;36-45 ans;2000 a 2999;?
38717;38718;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Pays de Loire;26-35 ans;manquant;?
38727;38728;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;>4000;?
38729;38730;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Basse-Normandie;36-45 ans;manquant;?
38755;38756;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;26-35 ans;< 1000;?
38799;38800;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;18-25 ans;manquant;?
38815;38816;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;2000 a 2999;?
38819;38820;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;36-45 ans;>4000;?
38820;38821;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;1000 a 1499;?
38842;38843;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;26-35 ans;2000 a 2999;?
38861;38862;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;36-45 ans;manquant;?
38868;38869;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1500 a 1999;?
38879;38880;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;18-25 ans;1000 a 1499;?
38888;38889;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;36-45 ans;2000 a 2999;?
38907;38908;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;26-35 ans;manquant;?
38936;38937;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Alsace;56-65 ans;< 1000;?
39052;39053;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;46-55 ans;2000 a 2999;?
39053;39054;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;46-55 ans;>4000;?
39065;39066;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
39072;39073;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;manquant;?
39079;39080;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1500 a 1999;?
39095;39096;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;56-65 ans;2000 a 2999;?
39106;39107;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1500 a 1999;?
39109;39110;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;26-35 ans;manquant;?
39130;39131;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1500 a 1999;?
39143;39144;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
39164;39165;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;1500 a 1999;?
39181;39182;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;1500 a 1999;?
39182;39183;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
39192;39193;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
39220;39221;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Lorraine;18-25 ans;manquant;?
39227;39228;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1500 a 1999;?
39235;39236;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;36-45 ans;2000 a 2999;?
39237;39238;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;3000 a 3999;?
39243;39244;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;46-55 ans;1500 a 1999;?
39251;39252;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;manquant;?
39272;39273;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Languedoc-Roussillon;26-35 ans;manquant;?
39274;39275;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;1500 a 1999;?
39297;39298;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;26-35 ans;1000 a 1499;?
39306;39307;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;18-25 ans;1500 a 1999;?
39318;39319;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Auvergne;36-45 ans;3000 a 3999;?
39319;39320;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;56-65 ans;3000 a 3999;?
39320;39321;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1000 a 1499;?
39327;39328;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;46-55 ans;1000 a 1499;?
39351;39352;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;46-55 ans;1000 a 1499;?
39370;39371;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;>66;>4000;?
39381;39382;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;36-45 ans;1500 a 1999;?
39399;39400;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
39402;39403;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;26-35 ans;3000 a 3999;?
39418;39419;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Pays de Loire;56-65 ans;manquant;?
39440;39441;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Rhône-Alpes;56-65 ans;manquant;?
39449;39450;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1000 a 1499;?
39456;39457;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;18-25 ans;1000 a 1499;?
39459;39460;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;36-45 ans;1000 a 1499;?
39467;39468;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;26-35 ans;manquant;?
39481;39482;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;18-25 ans;manquant;?
39491;39492;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;manquant;?
39501;39502;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;46-55 ans;2000 a 2999;?
39517;39518;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1500 a 1999;?
39531;39532;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;46-55 ans;< 1000;?
39541;39542;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
39585;39586;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;1500 a 1999;?
39602;39603;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;56-65 ans;2000 a 2999;?
39605;39606;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;3000 a 3999;?
39614;39615;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;36-45 ans;manquant;?
39617;39618;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;1500 a 1999;?
39623;39624;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;2000 a 2999;?
39638;39639;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;36-45 ans;< 1000;?
39648;39649;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1500 a 1999;?
39657;39658;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Franche-Comte;26-35 ans;1500 a 1999;?
39678;39679;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1000 a 1499;?
39680;39681;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1500 a 1999;?
39685;39686;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;< 1000;?
39708;39709;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Alsace;>66;1000 a 1499;?
39712;39713;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Limousin;36-45 ans;1500 a 1999;?
39728;39729;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Alsace;36-45 ans;1500 a 1999;?
39745;39746;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Aquitaine;26-35 ans;1000 a 1499;?
39753;39754;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;46-55 ans;1500 a 1999;?
39754;39755;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;36-45 ans;manquant;?
39766;39767;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;46-55 ans;>4000;?
39768;39769;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Picardie;26-35 ans;manquant;?
39808;39809;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;2000 a 2999;?
39812;39813;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Champagne-Ardenne;26-35 ans;2000 a 2999;?
39836;39837;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;56-65 ans;2000 a 2999;?
39842;39843;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Centre;36-45 ans;manquant;?
39846;39847;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;26-35 ans;1000 a 1499;?
39857;39858;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;46-55 ans;< 1000;?
39894;39895;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Nord-Pas-de-Calais;18-25 ans;manquant;?
39910;39911;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Poitou-Charentes;36-45 ans;2000 a 2999;?
